Temperature,Humidity,NDVI,Built-up,Population,Latitude,Longitude,Risk
37,40,0.79,42,26009,28.1883,88.8889,Low
42,83,0.46,26,5779,15.3509,95.2983,Low
32,58,0.24,44,33721,17.5836,71.4143,Low
30,51,0.52,91,40078,10.4868,88.3923,Low
30,20,0.64,26,28813,12.3108,78.0635,Low
36,56,0.54,54,48646,13.0658,89.2135,Medium
37,33,0.13,42,13320,15.2213,73.0062,Low
45,78,0.43,63,21147,14.8047,84.1358,Medium
37,86,0.41,66,3753,33.5447,70.9402,Medium
38,81,0.69,61,49391,18.5441,81.9137,Medium
42,55,0.68,65,27362,25.7939,88.4712,Medium
30,29,0.63,92,28040,10.738,87.6548,Low
43,81,0.22,87,19892,34.9182,90.1598,High
35,20,0.4,73,36540,14.3203,69.2676,Low
40,49,0.65,25,36700,34.4513,87.7766,Low
43,35,0.19,77,29601,26.4685,88.5121,High
37,51,0.24,94,47890,26.0777,68.9353,Medium
41,76,0.13,81,11158,19.3783,91.9084,Medium
47,26,0.55,50,49156,23.0835,80.2696,Low
46,30,0.55,33,11532,30.1504,71.9436,Low
29,54,0.8,87,15960,24.3708,69.8582,Low
41,65,0.77,60,33454,14.8991,80.9747,Medium
34,47,0.41,80,20946,18.3651,68.6539,Low
45,39,0.68,94,4156,33.2007,95.6808,Medium
41,74,0.45,94,35489,8.996,78.3442,Medium
38,23,0.22,89,44024,36.2425,88.0302,Medium
31,81,0.59,39,43074,15.9347,87.3488,Low
32,56,0.52,40,10774,17.7949,73.5891,Low
46,70,0.11,67,19565,27.5929,85.6128,Medium
38,21,0.72,26,43874,23.3136,88.5101,Low
48,56,0.45,75,11485,31.9262,74.9146,Medium
31,68,0.36,47,40310,25.6137,86.0136,Low
46,57,0.58,77,3711,36.7238,77.6455,Medium
28,37,0.54,34,16253,27.2563,74.2067,Low
36,21,0.55,39,31667,27.9032,90.1625,Low
36,51,0.22,70,29330,9.9696,82.1803,Medium
38,52,0.33,28,10494,11.0549,94.9765,Low
42,47,0.77,41,4536,19.793,68.8164,Low
47,62,0.67,82,13225,36.5742,79.0542,Medium
47,26,0.25,75,42138,14.5763,90.2618,High
45,70,0.72,38,48237,28.6877,90.3156,Low
45,79,0.12,44,37179,25.1401,70.3482,Low
31,90,0.57,28,28574,14.3432,68.4675,Low
43,83,0.34,84,12524,11.5464,79.7228,Medium
31,63,0.69,33,42520,13.5756,86.2779,Low
32,53,0.76,24,4711,11.1623,85.8174,Low
45,30,0.72,37,8095,27.562,85.9114,Low
39,80,0.15,47,26385,32.5465,83.0316,Low
30,40,0.7,45,20208,12.691,72.2416,Low
33,29,0.45,84,47138,30.5993,92.4059,Low
38,66,0.12,94,48066,25.4123,89.9049,Medium
42,52,0.25,70,40560,19.0433,90.6721,Medium
33,30,0.63,68,42590,28.7325,76.43,Low
30,75,0.12,80,47232,34.0554,72.8768,Low
47,30,0.59,22,41354,12.3225,76.7576,Low
44,58,0.21,22,32751,36.6154,76.1692,Low
41,86,0.62,89,32722,24.9255,87.416,Medium
40,31,0.19,76,36060,35.3831,82.1081,Medium
42,36,0.1,23,12375,30.2931,81.0667,Low
43,37,0.21,69,23324,12.0136,75.2091,Medium
41,65,0.36,24,27678,11.4204,84.2086,Low
35,40,0.18,72,9616,35.1303,74.5311,Low
37,85,0.63,65,19681,29.6221,75.8375,Medium
39,80,0.32,52,21290,33.67,80.7258,Medium
34,75,0.32,70,41078,30.8629,81.9429,Low
29,51,0.69,54,26010,27.1449,83.4051,Low
42,50,0.18,88,33568,21.7995,94.6058,High
39,53,0.15,44,19856,19.4338,68.1946,Low
45,55,0.28,89,3293,18.5653,68.3156,High
28,27,0.19,91,36029,8.4668,79.2792,Low
46,76,0.65,60,40493,25.2711,91.3765,Medium
37,35,0.65,63,33588,36.3186,84.1489,Medium
48,35,0.54,66,3997,10.985,93.759,Medium
32,35,0.43,52,6583,34.1343,96.8901,Low
43,52,0.77,20,14415,23.8983,86.1659,Low
33,49,0.26,44,15599,18.0942,84.9306,Low
30,21,0.76,56,9551,21.337,69.6277,Low
28,84,0.42,82,28126,22.5584,95.2683,Low
38,83,0.36,56,13003,32.5677,68.6748,Medium
41,82,0.42,41,34836,28.0959,91.3493,Low
43,34,0.16,88,47058,27.4809,84.3532,High
48,71,0.18,63,26117,24.1449,94.9314,Medium
45,72,0.17,53,13401,26.3431,83.1492,Medium
37,59,0.63,34,18342,8.5005,82.1325,Low
33,86,0.26,69,33395,28.179,82.8136,Low
37,54,0.3,31,14349,31.0461,81.996,Low
31,26,0.61,55,48114,17.6081,83.1209,Low
31,52,0.11,48,10121,26.4197,90.8167,Low
43,45,0.27,59,25694,24.9196,71.7931,Medium
36,88,0.34,41,25763,33.2649,79.8946,Low
32,59,0.68,82,37914,8.7774,76.8224,Low
41,65,0.26,35,38211,14.3366,85.9882,Low
48,33,0.75,63,16361,17.6152,72.4005,Medium
38,78,0.78,21,45898,15.5769,78.2891,Low
30,88,0.64,76,38628,33.8102,93.2356,Low
40,50,0.4,81,36515,19.1767,69.3112,Medium
38,48,0.59,84,28720,36.0927,76.5355,Medium
46,70,0.41,92,22858,16.4095,85.4936,Medium
31,49,0.23,45,9843,30.1987,78.9015,Low
33,62,0.64,46,15026,26.2839,76.3164,Low
43,44,0.49,68,34673,31.1145,72.7018,Medium
45,84,0.11,54,9827,11.8728,92.9396,Medium
29,72,0.31,43,40510,31.968,92.1965,Low
48,42,0.25,82,19592,36.4906,95.1542,High
36,27,0.78,76,44476,33.266,78.8134,Medium
46,56,0.59,22,17907,36.4352,69.6762,Low
41,66,0.53,85,11729,19.0682,91.7203,Medium
28,32,0.77,45,46111,17.1376,72.901,Low
39,67,0.57,54,46930,24.3615,77.4531,Medium
39,25,0.41,61,49982,9.4747,79.5955,Medium
45,87,0.78,39,2030,26.4209,95.5317,Low
28,76,0.17,45,40475,33.7242,93.9183,Low
41,67,0.28,45,29575,14.5033,86.078,Low
28,54,0.57,56,26429,25.2376,77.1655,Low
37,86,0.32,95,36447,35.4414,75.769,Medium
31,70,0.51,92,18497,15.5844,69.8178,Low
43,41,0.35,34,9120,14.9499,96.1682,Low
37,71,0.73,33,17103,8.4467,71.1615,Low
30,58,0.55,26,42438,11.4157,70.4475,Low
33,83,0.62,21,26391,8.1144,78.8187,Low
34,25,0.71,80,25750,20.8093,95.5446,Low
31,36,0.12,22,20521,18.7901,95.9124,Low
38,87,0.72,21,4297,13.8325,75.1825,Low
36,60,0.6,22,22774,36.1491,93.6722,Low
44,20,0.43,47,26173,27.6699,95.18,Low
41,58,0.73,82,31430,34.6925,74.5523,Medium
39,28,0.16,80,5496,35.0824,75.8943,Medium
36,57,0.68,68,11341,12.4916,72.2576,Medium
46,88,0.26,38,2376,12.9367,88.3142,Low
38,69,0.2,33,34233,34.2611,70.697,Low
44,85,0.29,94,24155,33.9826,68.864,High
43,40,0.34,37,23403,25.5889,84.55,Low
41,66,0.21,73,16666,28.8127,95.1791,Medium
29,71,0.3,87,11409,29.9825,78.5141,Low
47,87,0.34,80,3789,12.4339,72.8425,Medium
45,34,0.32,92,27798,16.7203,95.7194,Medium
45,71,0.63,88,8271,34.0781,86.7421,Medium
35,78,0.14,21,22468,31.5281,70.6612,Low
37,53,0.2,36,2341,31.5877,90.0995,Low
37,80,0.58,91,41713,25.3641,78.514,Medium
32,36,0.77,62,17150,20.7972,85.7921,Low
43,77,0.16,42,47771,9.7406,87.8988,Low
39,57,0.25,82,33651,32.2498,72.1451,Medium
39,88,0.5,79,39957,36.2692,77.1436,Medium
31,42,0.26,69,36088,35.192,81.4922,Low
34,39,0.29,71,3896,27.0448,85.9171,Low
39,39,0.45,93,37910,15.3896,71.2576,Medium
38,77,0.54,78,5897,32.9534,77.761,Medium
38,78,0.46,73,26064,15.0631,91.7618,Medium
47,47,0.61,33,10732,28.0693,86.4483,Low
46,34,0.56,20,10595,8.1715,96.6213,Low
31,88,0.58,25,24931,25.8745,88.7741,Low
39,28,0.42,78,37253,24.8149,72.0505,Medium
44,26,0.75,93,34233,14.8793,84.4305,Medium
39,33,0.39,52,5700,30.5572,94.5786,Medium
48,54,0.17,33,31714,32.8919,85.2121,Low
32,24,0.41,82,23119,28.8785,83.1262,Low
30,48,0.14,86,25724,30.9695,70.5729,Low
40,75,0.71,32,36595,19.0145,90.1249,Low
48,32,0.79,43,24980,29.8482,87.6852,Low
28,55,0.7,84,15765,33.9709,87.3004,Low
32,38,0.65,88,16499,9.589,68.9924,Low
46,42,0.14,59,8357,35.9019,80.9775,Medium
39,26,0.38,60,30830,20.779,85.3886,Medium
38,34,0.2,94,39816,35.713,72.2564,Medium
43,49,0.63,73,16135,31.3742,90.6419,Medium
37,57,0.73,41,41497,19.0674,96.0293,Low
41,21,0.46,82,42392,25.3941,71.9887,Medium
37,54,0.41,83,9370,21.7281,74.2048,Medium
36,21,0.5,55,40271,9.3428,81.7887,Medium
43,71,0.71,46,8713,13.6109,95.8744,Low
37,82,0.55,51,22479,31.2683,72.34,Medium
29,74,0.74,48,21532,14.3492,80.4089,Low
47,69,0.6,69,2129,27.2196,90.1857,Medium
34,38,0.42,22,18557,19.3252,90.8768,Low
39,53,0.17,94,41871,30.5221,76.6574,Medium
38,71,0.13,80,29165,19.1965,81.8277,Medium
48,77,0.27,31,32216,22.2623,69.839,Low
46,60,0.77,64,37396,24.3802,83.9542,Medium
46,79,0.57,55,7147,27.4007,95.8693,Medium
35,78,0.42,92,30392,17.7163,77.0252,Low
33,38,0.6,36,7987,12.0574,71.4474,Low
45,21,0.16,21,49775,31.6112,79.1079,Low
46,28,0.47,72,29197,10.1727,92.3425,Medium
44,66,0.4,43,48513,31.8019,95.0274,Low
31,55,0.72,45,38461,19.7681,95.553,Low
46,44,0.68,85,43140,27.0381,76.102,Medium
37,82,0.57,29,45978,34.6807,72.5728,Low
29,33,0.3,61,8043,8.3513,79.4507,Low
28,71,0.19,67,45247,19.0198,86.1595,Low
40,69,0.38,63,2047,25.6317,74.1256,Medium
47,64,0.67,71,24490,8.8183,84.8891,Medium
35,80,0.4,83,17066,33.3719,72.8503,Low
39,61,0.54,24,20925,19.0114,88.8757,Low
44,38,0.56,34,17009,20.3866,75.2697,Low
45,50,0.18,61,11146,22.0708,85.5443,Medium
34,54,0.15,73,27727,34.9015,92.3583,Low
35,32,0.55,58,28769,16.2704,69.2806,Low
34,90,0.76,38,36473,22.994,86.7377,Low
28,90,0.29,37,13605,22.365,77.1462,Low
36,90,0.63,78,26695,17.5847,79.9672,Medium
29,90,0.1,43,20796,19.7728,95.8019,Low
34,29,0.36,90,2604,25.6338,85.7642,Low
28,75,0.54,93,49579,24.8875,89.6862,Low
44,62,0.13,39,8232,18.8082,69.5805,Low
46,55,0.73,92,28283,25.9315,93.6678,Medium
28,45,0.63,79,22779,14.8363,95.5054,Low
41,28,0.47,80,27471,27.9634,93.6646,Medium
36,81,0.21,33,14266,32.7246,70.4642,Low
48,65,0.49,86,26118,10.088,74.6917,Medium
34,77,0.22,56,12525,17.4277,88.3543,Low
42,28,0.67,39,42849,24.5538,70.0211,Low
45,32,0.65,25,22273,18.0738,87.7077,Low
33,72,0.48,53,47233,28.3911,70.0609,Low
32,21,0.26,76,26572,11.0344,85.3779,Low
41,58,0.24,59,31812,33.701,77.0034,Medium
31,73,0.42,57,38394,24.3241,96.3444,Low
47,30,0.3,75,16262,36.3027,69.0503,Medium
36,81,0.31,44,2382,14.7183,82.8707,Low
34,67,0.14,81,32298,19.5612,84.6761,Low
44,34,0.73,69,18095,26.8836,81.9103,Medium
33,40,0.14,44,48252,25.5814,87.4768,Low
37,33,0.38,52,48477,30.7188,73.7082,Medium
37,66,0.67,92,21216,25.0213,84.5376,Medium
45,51,0.24,63,35545,35.3298,88.0392,Medium
34,81,0.31,38,9988,34.8,68.6407,Low
47,50,0.56,90,38303,31.7372,68.6279,Medium
32,65,0.46,22,8479,33.1848,79.8966,Low
47,57,0.51,80,43125,12.7096,68.9194,Medium
46,53,0.18,86,23829,8.0572,90.6316,High
33,63,0.63,38,13579,34.967,70.7009,Low
43,42,0.39,80,3668,25.7648,89.8303,Medium
39,79,0.19,35,44611,19.9371,89.4304,Low
40,32,0.34,66,28401,25.3104,83.4194,Medium
44,40,0.64,41,37935,24.1058,70.6991,Low
36,65,0.29,51,37567,23.8603,96.1673,Medium
32,43,0.18,85,32342,12.9082,95.8982,Low
45,38,0.14,35,27382,27.0116,72.2434,Low
44,49,0.15,47,45140,18.3681,69.4405,Low
48,29,0.14,80,30961,26.8003,75.9519,High
41,83,0.14,54,20362,19.3785,76.283,Medium
40,67,0.43,41,42846,9.4745,86.2565,Low
29,33,0.65,51,23474,26.0966,94.8236,Low
32,48,0.25,54,47754,32.971,83.9373,Low
30,52,0.75,37,43359,20.7032,70.2965,Low
35,28,0.6,29,25198,31.2056,70.1551,Low
42,69,0.37,35,34645,26.5246,68.886,Low
33,90,0.15,36,11747,9.2868,86.5558,Low
40,86,0.74,70,28183,19.7865,90.0231,Medium
42,45,0.46,91,44871,16.8727,73.5425,Medium
39,31,0.17,44,35774,11.2267,93.9191,Low
36,28,0.32,27,29878,25.5807,68.5161,Low
42,61,0.48,88,2102,13.9152,96.4425,Medium
40,29,0.34,60,38690,22.2997,90.2606,Medium
38,66,0.47,91,7995,13.5653,84.0705,Medium
44,85,0.74,74,49189,22.7709,88.8702,Medium
34,86,0.27,55,9790,21.5597,85.1227,Low
45,51,0.38,82,37692,33.0121,89.5912,Medium
31,83,0.15,70,41123,36.3855,68.5679,Low
28,90,0.19,77,3563,28.1734,79.9363,Low
47,75,0.22,71,46744,21.5854,83.8458,High
37,44,0.28,66,46073,32.9655,95.8533,Medium
40,27,0.31,85,42394,17.8511,73.2205,Medium
48,62,0.39,23,3561,18.7112,83.0813,Low
40,38,0.34,72,3247,21.396,80.5544,Medium
32,42,0.11,40,35343,35.3797,69.5389,Low
42,70,0.55,30,21699,19.3205,71.1834,Low
39,68,0.2,38,12625,33.8846,94.8597,Low
32,74,0.39,74,41135,29.0699,71.4282,Low
36,82,0.39,86,40387,14.9368,94.5048,Medium
43,34,0.46,55,45368,20.5706,87.0329,Medium
45,87,0.47,58,18523,19.7905,86.4581,Medium
42,85,0.26,56,14065,32.2636,96.0675,Medium
44,35,0.36,68,37095,14.5749,91.0487,Medium
44,70,0.54,24,26522,19.052,89.4124,Low
41,44,0.13,61,41880,26.6047,75.0672,Medium
29,53,0.79,21,24033,16.0419,82.1008,Low
45,68,0.65,32,23346,33.5615,84.753,Low
28,83,0.42,50,30949,18.5509,81.0366,Low
30,66,0.7,72,48660,26.0666,93.9084,Low
47,87,0.75,95,39166,31.0093,86.6895,Medium
39,42,0.49,85,37452,9.9059,93.5834,Medium
45,56,0.29,69,49026,34.3666,89.7621,Medium
34,44,0.69,36,8968,23.7219,86.2037,Low
44,22,0.6,47,12067,35.797,70.7295,Low
45,77,0.8,20,49290,32.1464,78.339,Low
42,47,0.8,56,30809,28.9289,85.4573,Medium
37,75,0.25,63,49677,25.2528,85.8472,Medium
40,45,0.33,41,27144,23.1569,96.6348,Low
32,29,0.57,28,32334,12.64,70.8425,Low
28,71,0.6,95,43088,12.0501,95.2372,Low
47,23,0.44,48,29327,9.5528,80.2538,Low
30,65,0.63,31,41910,29.1819,68.3519,Low
34,25,0.23,65,38811,20.3599,71.8286,Low
29,53,0.7,63,29765,15.8124,96.0715,Low
42,38,0.48,28,21857,13.3516,95.7428,Low
39,54,0.67,76,4962,31.1166,95.4509,Medium
30,30,0.6,27,43939,27.2608,89.6905,Low
47,22,0.47,29,43533,16.1328,86.0258,Low
40,76,0.18,36,32988,16.3166,68.8278,Low
44,43,0.75,71,9656,15.3172,96.6641,Medium
36,42,0.73,22,44650,15.3222,90.1737,Low
41,37,0.38,64,36598,29.0485,96.8071,Medium
38,86,0.55,58,18412,19.3787,73.5098,Medium
31,21,0.57,40,20450,18.2933,73.218,Low
39,43,0.73,85,7115,12.5352,80.5262,Medium
48,46,0.64,73,11855,34.2862,72.0095,Medium
43,90,0.66,79,40581,8.9569,74.6847,Medium
42,33,0.49,33,9341,15.571,71.2324,Low
43,72,0.45,65,29272,31.848,80.6707,Medium
35,69,0.69,46,22701,10.9536,86.8892,Low
37,30,0.31,50,20094,21.9401,80.8278,Low
39,69,0.3,65,39317,29.3569,88.5692,Medium
43,58,0.12,95,15783,29.2859,83.5034,High
32,28,0.42,65,10381,32.2706,92.7998,Low
41,79,0.26,67,40270,26.7599,70.7742,Medium
38,25,0.39,93,43558,11.8401,77.8039,Medium
38,65,0.79,26,26792,21.454,75.5387,Low
39,65,0.15,52,10372,23.2102,75.3289,Medium
35,67,0.44,71,29489,8.7297,86.9665,Low
47,71,0.71,69,36787,26.2504,85.3098,Medium
38,25,0.68,23,13132,26.1117,79.3279,Low
36,64,0.18,45,3021,34.4862,81.0279,Low
35,85,0.76,88,29355,9.235,76.0806,Low
39,89,0.56,83,27546,26.9214,93.2382,Medium
39,80,0.27,44,39566,12.4773,83.5513,Low
48,67,0.65,66,22351,26.3002,77.0356,Medium
41,25,0.48,23,27444,33.7762,94.2187,Low
37,70,0.57,35,34922,11.7233,69.4995,Low
38,33,0.21,36,3706,24.993,81.3929,Low
41,27,0.56,53,15926,11.2429,82.7112,Medium
43,45,0.2,27,43327,17.2606,96.8127,Low
48,51,0.35,88,28025,12.5279,76.0002,Medium
41,75,0.43,56,47562,18.2891,72.5622,Medium
30,78,0.14,49,6464,9.4484,92.7489,Low
37,21,0.43,62,43005,15.7967,68.0637,Medium
45,48,0.3,42,47759,13.9477,84.6765,Low
44,39,0.3,72,6836,9.6249,70.7578,Medium
31,90,0.25,88,4073,22.3184,84.4511,Low
44,72,0.71,26,4183,24.0057,87.2027,Low
45,65,0.64,48,27210,12.6889,69.2986,Low
48,33,0.17,51,2326,22.7134,95.0358,Medium
40,23,0.69,46,9673,36.2051,82.4892,Low
34,87,0.53,60,2401,36.2848,77.4121,Low
48,68,0.31,43,33851,19.1068,74.9854,Low
30,71,0.4,26,28345,19.4948,82.8439,Low
39,32,0.53,88,46743,19.1818,85.2092,Medium
41,27,0.52,31,5328,9.0475,90.7997,Low
39,57,0.7,64,31975,20.1892,93.9775,Medium
47,78,0.15,47,34132,20.8486,77.7622,Low
43,66,0.48,77,25212,31.7676,86.3893,Medium
30,48,0.47,37,42386,32.476,76.0814,Low
47,59,0.42,86,19265,14.3707,91.1978,Medium
33,20,0.14,71,26272,11.1781,83.8086,Low
48,80,0.67,75,7446,10.4432,76.5007,Medium
41,62,0.38,31,23735,35.6921,78.3675,Low
39,36,0.17,47,14735,14.3974,91.8825,Low
28,70,0.67,72,44281,11.2957,83.2033,Low
36,47,0.72,58,19656,32.1723,68.6152,Medium
35,33,0.38,83,24099,8.0272,75.8852,Low
47,51,0.35,44,42777,35.2191,77.9462,Low
34,53,0.35,30,5324,27.0074,78.8462,Low
29,47,0.19,69,34879,35.4888,74.2911,Low
33,61,0.63,95,31384,15.1454,96.4146,Low
44,46,0.42,72,15009,30.9927,91.1214,Medium
43,52,0.2,32,30618,10.7059,91.8183,Low
38,61,0.14,46,16576,19.4152,92.4282,Low
33,54,0.6,88,20347,25.359,85.7428,Low
44,65,0.27,38,33353,22.8973,71.3172,Low
48,30,0.28,29,38941,28.4797,68.2972,Low
35,55,0.74,43,36301,9.8781,79.2542,Low
48,78,0.34,62,36028,27.6095,90.1346,Medium
44,34,0.55,82,5852,32.7281,80.6155,Medium
33,22,0.41,86,12315,10.727,71.8656,Low
38,71,0.75,39,27784,26.2659,79.0268,Low
41,73,0.53,78,42304,29.1065,85.2594,Medium
40,85,0.13,40,26550,34.0077,87.6188,Low
30,45,0.56,76,16989,25.4996,76.4214,Low
48,37,0.13,62,26828,15.8611,72.1349,Medium
47,67,0.76,31,27545,25.9849,86.8482,Low
29,22,0.66,36,20504,18.2088,82.335,Low
40,76,0.23,44,40514,33.3478,88.479,Low
44,33,0.68,43,21092,13.1439,77.9903,Low
36,82,0.18,38,18116,10.0156,69.6004,Low
43,85,0.72,76,44584,34.9766,92.1862,Medium
44,75,0.51,42,33437,30.3619,88.1391,Low
45,47,0.53,59,32913,15.3359,86.0917,Medium
32,65,0.15,91,35096,20.4216,96.7098,Low
38,47,0.24,32,33007,11.8561,90.9345,Low
28,20,0.77,20,47502,23.2597,69.9612,Low
32,26,0.74,87,4298,23.3589,68.8707,Low
44,48,0.7,83,16642,19.3872,82.0615,Medium
46,72,0.25,72,45426,14.9947,88.028,High
42,80,0.74,41,32541,9.8283,71.7728,Low
34,34,0.14,20,2452,33.9652,91.5219,Low
31,77,0.44,63,19969,11.0127,75.6114,Low
45,29,0.44,74,35896,13.773,79.0597,Medium
30,63,0.53,44,47930,11.4383,70.7631,Low
47,83,0.33,95,24385,33.621,77.6238,Medium
37,21,0.21,20,9582,29.2039,77.1291,Low
34,90,0.34,30,33030,31.4965,90.5431,Low
33,20,0.58,47,39883,14.266,94.5164,Low
43,23,0.24,55,39820,23.9047,71.4601,Medium
44,77,0.68,52,4976,30.2428,70.6285,Medium
33,55,0.14,44,4052,14.6077,86.9141,Low
40,84,0.41,63,49678,25.8352,74.7067,Medium
34,80,0.14,57,36621,36.4368,96.6257,Low
38,84,0.16,86,2937,29.7599,75.3056,Medium
39,23,0.53,90,45327,24.1631,82.5203,Medium
33,58,0.67,20,44939,24.7999,77.5442,Low
38,40,0.42,76,43727,31.6616,81.0903,Medium
48,78,0.5,31,3044,23.6724,85.8128,Low
37,40,0.76,57,18989,25.2556,82.6941,Medium
34,30,0.5,41,30903,10.3532,92.7057,Low
41,73,0.49,34,13243,35.1432,81.6907,Low
33,75,0.73,86,39647,8.3998,76.32,Low
40,45,0.39,64,13829,19.2817,81.3397,Medium
48,74,0.79,88,19013,30.3254,93.0081,Medium
38,73,0.17,66,30299,26.0255,76.766,Medium
46,34,0.66,47,16952,15.2553,74.7863,Low
28,60,0.62,37,25487,25.1936,85.7769,Low
35,60,0.74,35,28253,9.7516,86.716,Low
44,58,0.35,57,18600,25.3968,89.8373,Medium
43,79,0.63,83,46147,12.8148,68.7622,Medium
35,86,0.17,38,17310,22.5185,93.1895,Low
45,50,0.48,20,8956,22.2654,84.1612,Low
47,42,0.2,29,15115,8.765,86.8585,Low
48,25,0.34,31,47875,24.7748,74.9517,Low
40,73,0.34,29,14681,29.8011,71.0143,Low
30,90,0.72,81,43028,31.7811,76.2838,Low
48,46,0.23,86,44168,19.4399,96.2826,High
35,59,0.24,47,30315,18.4749,78.419,Low
31,89,0.34,90,2911,28.1884,77.5071,Low
33,53,0.27,65,46036,33.3738,83.881,Low
31,33,0.65,43,28325,29.7661,71.7916,Low
40,84,0.15,79,14796,10.9934,91.7323,Medium
35,77,0.11,31,39793,23.8822,89.5967,Low
32,33,0.38,77,31115,13.4981,93.0175,Low
33,78,0.66,54,22876,24.9111,89.4797,Low
41,72,0.48,72,32964,18.9095,74.6843,Medium
31,35,0.56,36,36649,11.3754,74.1779,Low
43,69,0.78,45,39266,23.4389,95.2622,Low
37,58,0.28,53,34178,13.1489,85.5026,Medium
42,27,0.66,64,31953,27.7634,87.7878,Medium
39,58,0.76,58,43320,10.0932,72.7802,Medium
39,78,0.43,22,15678,13.99,68.9811,Low
35,54,0.35,94,18993,20.01,70.7684,Low
37,71,0.44,39,49720,12.175,71.3211,Low
38,86,0.51,84,13555,36.7616,95.8041,Medium
34,65,0.72,92,31484,31.2013,75.7166,Low
31,51,0.67,22,34505,21.6951,75.0049,Low
39,65,0.44,28,15147,14.9959,96.4102,Low
48,61,0.44,95,42642,11.1731,70.5001,Medium
33,58,0.25,90,47053,11.1361,77.8825,Low
39,78,0.68,41,28432,25.1077,88.589,Low
31,85,0.39,95,19393,18.9895,86.3436,Low
39,87,0.5,36,36803,24.9959,95.3895,Low
48,63,0.21,22,4822,20.8783,84.9829,Low
31,45,0.47,46,15152,21.7058,78.8778,Low
37,58,0.77,48,12164,29.2323,91.6993,Low
36,63,0.5,40,11904,15.5565,74.7626,Low
43,82,0.56,62,32215,8.7126,79.4284,Medium
31,49,0.24,92,4399,16.4589,90.5527,Low
47,40,0.37,67,17357,28.5211,71.6885,Medium
47,38,0.47,75,11119,29.4855,72.1731,Medium
38,81,0.34,48,47381,27.7505,72.4683,Low
32,46,0.28,45,46745,19.8252,87.9762,Low
44,36,0.37,77,35689,9.4504,68.6135,Medium
45,78,0.3,79,20361,21.1468,89.6657,Medium
36,32,0.11,79,38058,9.5903,87.8472,Medium
28,78,0.47,32,49930,31.9779,74.4858,Low
41,50,0.4,35,33039,10.8755,71.7022,Low
30,45,0.21,77,19060,26.2233,92.13,Low
48,28,0.4,45,24120,8.9887,83.8193,Low
47,75,0.48,87,12691,12.8188,86.047,Medium
32,67,0.21,94,38772,13.5907,92.6264,Low
47,50,0.43,67,43548,16.6397,74.6882,Medium
30,89,0.46,30,8454,19.5037,71.0153,Low
46,81,0.49,73,35679,18.3937,86.1561,Medium
45,74,0.6,20,6421,23.0897,94.1324,Low
32,30,0.64,54,41435,28.645,77.0977,Low
35,28,0.48,53,18376,24.677,83.6473,Low
29,86,0.27,65,25453,28.1391,75.2067,Low
39,90,0.52,49,13718,15.1707,71.4724,Low
46,78,0.23,72,29027,12.8214,68.5034,High
42,47,0.38,76,9270,31.7606,82.2914,Medium
39,52,0.15,83,6329,8.9848,86.7109,Medium
38,60,0.11,37,10219,12.4621,90.7145,Low
35,87,0.1,58,29653,10.0017,69.9561,Low
48,89,0.21,53,35300,10.5014,82.6691,Medium
36,75,0.1,33,11397,30.3318,93.4825,Low
28,70,0.18,58,25000,34.3979,68.8727,Low
34,61,0.43,40,42025,15.8949,69.0318,Low
35,24,0.76,79,46517,22.7787,87.535,Low
34,79,0.65,89,11255,26.8432,85.1079,Low
38,78,0.27,42,13964,28.2136,82.1471,Low
41,84,0.2,88,2133,17.763,90.4838,Medium
41,76,0.52,49,5622,15.8585,82.2974,Low
43,39,0.2,69,24996,17.0599,95.8851,Medium
34,65,0.37,27,22796,11.6904,71.4544,Low
38,46,0.79,95,15958,15.7935,74.7816,Medium
33,89,0.76,46,20311,22.8147,81.8743,Low
44,81,0.21,32,18421,18.6564,90.2524,Low
41,58,0.56,33,28928,12.6629,89.3518,Low
41,67,0.13,89,33438,12.3311,79.3823,Medium
43,74,0.4,90,8178,14.3947,74.9556,Medium
38,30,0.16,56,32829,35.5389,93.5625,Medium
33,33,0.11,59,42460,34.8796,86.719,Low
47,75,0.48,83,44836,36.7383,79.1884,Medium
45,51,0.2,61,28429,10.3874,74.2964,Medium
29,78,0.19,56,10943,36.4976,92.94,Low
35,50,0.21,44,7817,24.8232,94.0256,Low
35,46,0.24,86,37464,9.4736,77.2184,Low
31,81,0.41,26,15002,35.3751,73.2279,Low
36,65,0.76,51,35075,11.0422,96.368,Medium
34,75,0.21,21,18311,13.1549,80.5876,Low
32,24,0.71,33,39776,8.9896,96.4842,Low
41,52,0.8,36,14820,25.3065,75.6019,Low
29,87,0.55,68,44204,30.6591,89.0163,Low
40,48,0.71,76,32813,15.5983,74.1622,Medium
29,50,0.73,32,14567,30.8208,85.8066,Low
41,84,0.53,86,13316,29.9278,80.844,Medium
36,83,0.49,76,44698,27.0436,92.4938,Medium
37,69,0.48,67,49971,25.7971,93.0711,Medium
45,35,0.21,80,48004,11.2853,90.3079,High
30,68,0.33,65,5498,36.8142,95.8224,Low
39,37,0.39,51,25608,29.3267,68.2249,Medium
37,74,0.66,56,41348,18.6014,83.7701,Medium
48,69,0.75,61,44993,20.6158,75.1793,Medium
41,28,0.19,50,25412,12.3657,75.2236,Low
37,22,0.52,61,16938,12.1839,88.4033,Medium
36,74,0.34,44,4470,32.1949,68.7194,Low
43,86,0.73,25,43684,17.6296,70.8874,Low
